ResultIdentifier,ActivityIdentifier,DataLoggerLineName,SampleDateTime,DetectionConditionName,CharacteristicName,SampleFractionTypeName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,StatisticalBaseCode,ResultValueTypeName,WeightBasisName,TimeBasisName,TempBasisName,ParticleSizeBasisText,ResultCommentText,BiologicalIntentName,BiologicalIndividualIdentifier,TaxonName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GrpSumCntWeightMeasureValue,GrpSumCntWeightMeasureUnitCode,AnalyticalMethodIdentifier,AnalyticalMethodContext,LaboratoryName,DetectQuantLimitTypeName,DetectQuantLimitMeasureValue,DetectQuantLimitMeasUnitCode,LastChangeDate,MethodSpeciationCode,OrganizationIdentifier,DepthHeightMeasureValue,DepthHeightMeasureUnitCode,FrequencyClassDescriptorCode,FrequencyClassDescrUnitCode,FrequencyClassLowerBoundValue,FrequencyClassUpperBoundValue,FunctionalFeedingGroupName,ResultMeasureQualifierCode,SamplingPointName,TaxonCellFormCode,TaxonCellShapeCode,TaxonHabitCode,TaxonPollutionTolerance,TaxonPollutionToleranceScale,TaxonVoltinismCode,TrophicLevelName,SubmitData
1115764,HOHTH2_20210716_2021Sum_TS,10598990,NULL,NULL,"Temperature, water",NULL,16.6666,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115765,WTWINTH1_20210713_2021Sum_TS,20386534,NULL,NULL,"Temperature, water",NULL,9.41743,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115766,SIXMILETH1_20210813_2021Sum_TS,10699431,NULL,NULL,"Temperature, water",NULL,15.3109,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115767,EFIRONMTH1_20210714_2021Sum_TS,20651379,NULL,NULL,"Temperature, water",NULL,11.1946,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115768,WTWINTH2_20210812_2021Sum_TS,20651388,NULL,NULL,"Temperature, water",NULL,14.9051,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115769,GOODTH2_20210912_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,12.2667,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115770,WINFLDTH2_20210624_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,13.7146,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115771,NOLANTH3_20210914_2021Sum_TS,21119053,NULL,NULL,"Temperature, water",NULL,11.087,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115772,WTWINTH2_20210923_2021Sum_TS,20651388,NULL,NULL,"Temperature, water",NULL,11.7091,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115773,SFHOTH1_20210525_2021Sum_TS,10699514,NULL,NULL,"Temperature, water",NULL,7.368,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115774,SFHOTH1_20210613_2021Sum_TS,10699514,NULL,NULL,"Temperature, water",NULL,9.336,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115775,PINSTH1_20210630_2021Sum_TS,20386532,NULL,NULL,"Temperature, water",NULL,14.3821,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115776,OWLTH2_20210605_2021Sum_TS,20651393,NULL,NULL,"Temperature, water",NULL,11.2325,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115777,LINETH1_20210621_2021Sum_TS,20651389,NULL,NULL,"Temperature, water",NULL,13.779,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115778,OWLTH2_20210528_2021Sum_TS,20651393,NULL,NULL,"Temperature, water",NULL,8.11613,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115779,MCQUARYTH1_20210527_2021Sum_TS,10699488,NULL,NULL,"Temperature, water",NULL,8.81789,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115780,EFKALTH1_20210822_2021Sum_TS,21119060,NULL,NULL,"Temperature, water",NULL,13.543,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115781,HOHTH1_20210810_2021Sum_TS,20386537,NULL,NULL,"Temperature, water",NULL,19.6625,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115782,WFIRONMTH1_20210727_2021Sum_TS,20386531,NULL,NULL,"Temperature, water",NULL,12.9888,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.5,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115783,CRIPPTH1_20210815_2021Sum_TS,20651387,NULL,NULL,"Temperature, water",NULL,11.1728,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115784,COTTOTH1_20210905_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,12.485,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115785,WPOLETH1_20210616_2021Sum_TS,20386528,NULL,NULL,"Temperature, water",NULL,11.832,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115786,WFKALTH1_20211004_2021Sum_TS,21119058,NULL,NULL,"Temperature, water",NULL,10.3077,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115787,CHALATH1_20210905_2021Sum_TS,21119069,NULL,NULL,"Temperature, water",NULL,13.3531,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115788,ELKTH2_20210515_2021Sum_TS,20651383,NULL,NULL,"Temperature, water",NULL,10.4435,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115789,WFIRONMTH1_20210722_2021Sum_TS,20386531,NULL,NULL,"Temperature, water",NULL,12.823,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115790,MCQUARYTH1_20210628_2021Sum_TS,10699488,NULL,NULL,"Temperature, water",NULL,18.5803,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115791,NOLANTH2_20210820_2021Sum_TS,21119062,NULL,NULL,"Temperature, water",NULL,14.7259,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115792,HOHTH4_20210814_2021Sum_TS,21119084,NULL,NULL,"Temperature, water",NULL,16.7942,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115793,WFKALTH1_20210914_2021Sum_TS,21119058,NULL,NULL,"Temperature, water",NULL,12.3633,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115794,HOHTH1_20210831_2021Sum_TS,20386537,NULL,NULL,"Temperature, water",NULL,19.3423,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115795,CHALATH2_20211003_2021Sum_TS,21119057,NULL,NULL,"Temperature, water",NULL,11.882,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115796,WINFLDTH2_20210930_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,11.9879,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115797,PINSTH1_20210817_2021Sum_TS,20386532,NULL,NULL,"Temperature, water",NULL,14.4431,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115798,COTTOTH1_20210621_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,10.638,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115799,MAPLETH2_20210827_2021Sum_TS,20386529,NULL,NULL,"Temperature, water",NULL,13.5897,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115800,OWLTH1_20210808_2021Sum_TS,20651380,NULL,NULL,"Temperature, water",NULL,15.0982,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115801,HOOTTH1_20210522_2021Sum_TS,10699502,NULL,NULL,"Temperature, water",NULL,7.67,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115802,HOHTH3_20210912_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,13.4894,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115803,TAFTTH1_20210911_2021Sum_TS,20386544,NULL,NULL,"Temperature, water",NULL,10.8302,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115804,GOODTH1_20210901_2021Sum_TS,21119082,NULL,NULL,"Temperature, water",NULL,11.4624,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115805,HOHTH3_20210823_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,14.8944,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115806,GOODTH2_20210925_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,11.8791,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115807,CHALATH1_20210909_2021Sum_TS,21119069,NULL,NULL,"Temperature, water",NULL,13.9521,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115808,BRADENTH2_20211004_2021Sum_TS,21119056,NULL,NULL,"Temperature, water",NULL,9.75707,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115809,HOOTTH1_20210514_2021Sum_TS,10699502,NULL,NULL,"Temperature, water",NULL,8.095,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115810,HOHTH4_20210906_2021Sum_TS,21119084,NULL,NULL,"Temperature, water",NULL,10.7867,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115811,ROCKTH1_20210704_2021Sum_TS,20386552,NULL,NULL,"Temperature, water",NULL,14.8367,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115812,LOSTTH1_20210908_2021Sum_TS,21119070,NULL,NULL,"Temperature, water",NULL,14.326,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115813,MAPLETH2_20210917_2021Sum_TS,20386529,NULL,NULL,"Temperature, water",NULL,11.3531,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115814,TAFTTH1_20210715_2021Sum_TS,20386544,NULL,NULL,"Temperature, water",NULL,10.663,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115815,HOHTH1_20210624_2021Sum_TS,20386537,NULL,NULL,"Temperature, water",NULL,16.2209,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115816,MAPLETH2_20210615_2021Sum_TS,20386529,NULL,NULL,"Temperature, water",NULL,11.0663,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115817,BRADENTH1_20210924_2021Sum_TS,21119055,NULL,NULL,"Temperature, water",NULL,12.0844,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115818,WFIRONMTH1_20210520_2021Sum_TS,20386531,NULL,NULL,"Temperature, water",NULL,9.07114,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115819,CRIPPTH1_20210709_2021Sum_TS,20651387,NULL,NULL,"Temperature, water",NULL,10.2826,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1115820,LOSTTH1_20210628_2021Sum_TS,21119070,NULL,NULL,"Temperature, water",NULL,19.0557,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:03.6,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
